"userName","score","at","content"
"Bohari bin mustafa Bohari","5","31/01/2022 06:27","Sangat membantu masayrakat dengan aplikasi ini terimakasih"
"Yulailly Lilly","5","31/01/2022 06:22","Semoga tambah sukses"
"ANTONIUS SIHOTANG","4","31/01/2022 06:21","Bupper terus"
"Bu Roso","5","31/01/2022 06:20","Sertifikat vaksin 2 saya belum keluar"
"Denis febrian Haris pratama","5","31/01/2022 06:20","Sangat membantu"
"Caryn Cantii","5","31/01/2022 06:19","Jos"
"Harry Sugiarto","5","31/01/2022 06:11","Sementara nunggu tiket vaksin booster masih belum muncul di kolom tiket"
"Ali Sadikin","5","31/01/2022 06:10","OK"
"Ian Suryana","5","31/01/2022 06:09","Ok"
"Alif Basthomi","1","31/01/2022 06:06","APLIKASI GAGUNA.. KATANYA SURUH UPDATE VERSI / INSTALL ULANG.. TETEP GABISA MASUK MALAH AKUNKU JD TIDAK TERDAFTAR, DAFTAR LAGI EMAIL DAN NOMOR KATANYA SUDAH TERDAFTAR.. GOBLOKK"
"aling bintangraya","5","31/01/2022 06:05","Ng tjiau tjien ada"
"Thomas Santoso","5","31/01/2022 06:00","Informatif.."
"Ferta Nova","5","31/01/2022 05:57","Sangat membantu"
"Muhammad Tito Abdul Razzaq","1","31/01/2022 05:57","Aplikasi nya error banyak bug nya"
"Digo Bungin","5","31/01/2022 05:56","Mantap"
"Arni ernawati","1","31/01/2022 05:54","Gimana ini di suruh donload di peduli lindungi tpi sertifikat gak ada udah isi data tetep aj gak bisa..saya udh vaksin yg ke 3 smua nya gak ada sertifikat nya yg bner lah.."
"sutimin solo","5","31/01/2022 05:53","Lebih mudah klo berpergian"
"Rayo Ricorn","5","31/01/2022 05:52","Sangat bagus"
"Muhamadarip Ripai","5","31/01/2022 05:50","Sangat berguna sekali"
"Supardi Pardi","5","31/01/2022 05:49","Sangat membantu...mantaf"
"Rony Achirta Indrawan","4","31/01/2022 05:47","Mohon bantuan setelah update aplikasi tidak muncul hasil sertifikat vaksin yg ketiga, harap di cek, trima kasih"
"Barutu","5","31/01/2022 05:38","Ga bisa dibuka??"
"Hafizah Samsunga10s","5","31/01/2022 05:36","Bagus"
"Arya Hoby sings","2","31/01/2022 05:34","Kepaksa"
"Rifki Sawal","5","31/01/2022 05:30","Keren bisah bantu kita apabila kita pergi keluar kota"
"Mail Mail","5","31/01/2022 05:23","Sangat membantu sekali"
"Epen Pendi","5","31/01/2022 05:19","Alhamdulillah sudah pada sehat semua nya Aamiin Aamiin Aamiin yra ."
"Nefitiana Listiani","2","31/01/2022 05:19","Saya sudah vaksin 2 kali, tapi sampe sekarang belum dapet sertifikat. Udah coba ngurus tapi gak ada perubahan. Jadi ribet, mau keluar dan gak bisa check in jadi harus nunjukin kartu vaksin sama ktp."
"Oman Hidayat","5","31/01/2022 05:19","Bagus sekali"
"Mardi Ardi","5","31/01/2022 05:16","Oke"
"deffa mulia","1","31/01/2022 05:16","aplikasi nggak guna..."
"ida royani","5","31/01/2022 05:11","Ok"
"Prayogi Dwi","1","31/01/2022 05:11","aplikasi cacat setelah di update serifikat nya malah gak muncul"
"Ragil Sahputra","5","31/01/2022 05:07","Terima kasih pedulilindungi sekarang udah normal kembali mantap lah pokoknya"
"mochamad abdul kodir","5","31/01/2022 05:07","Good"
"Kurniyadi Kurniyadi","5","31/01/2022 05:05","Mantap"
"Exsel Lim","5","31/01/2022 05:04","Selamat siang, Saya mau minta tolong untuk klaim sertifikat vaksin dosis yg ke dua, sdh 1 minggu belum keluar Terimakasih,"
"Ranii Syahputri","5","31/01/2022 05:00","Good"
"Danny Kdg","5","31/01/2022 04:59","Bagus banget"
"Yani Salwa","5","31/01/2022 04:58","keren"
"Chosim","5","31/01/2022 04:54","Ok"
"Adi Lakson","5","31/01/2022 04:53","Kontolllll"
"Asep Mustika Sigra D","5","31/01/2022 04:51","Alhamdulillah...., Luar Biasa Super Dahsyat...., MANTAB ??????????????.......!!!!!!!!!!!!!"
"Rama Black wings","5","31/01/2022 04:48","Sangat mudah digunakan baik ketika perjalanan wisata maupun urusan pekerjaan.sertifikat vaksin tertera lengkap"
"Gebok Suroto","5","31/01/2022 04:46","Trimaksih pedulilndungi"
"nopendi purwanto","5","31/01/2022 04:46","Daftar untuk vajsin ke tiga"
"Sri Sulistami","5","31/01/2022 04:42","????????????????????????????????????????????"
"Fadli Anggara","1","31/01/2022 04:38","Bukan mempermudah malah mempersulit"
"Fb","4","31/01/2022 04:31","Ok semoga lbh berguna"
"Yuli Anto","5","31/01/2022 04:28","Bagus"
"BLUE OCEAN","5","31/01/2022 04:25","sangat ribet"
"ZZz JAGUAR zZZ","1","31/01/2022 04:23","Terlalu ribet memasukkan tgl lahir"
"noekalim salim","5","31/01/2022 04:19","sehat diri,sehat sesama lindungi diri,lindungi sesama..."
"Wahyu Hidayat Soekotjo","5","31/01/2022 04:18","Sangat membantu kemudahan cepat praktis hemat valid dan adequate."
"Siswoyo Woyo","5","31/01/2022 04:16","Joooos...dukung program pemerintah untuk memutus mata rantai covid 19"
"Ravka Dean","1","31/01/2022 04:16","Nggak bisa masuk sama sekali. Ini aplikasi nya gimana sih. Kesel"
"Jainal Arifin","5","31/01/2022 04:15","Membantu memudahkan cek data"
"Ilbar Muzza","4","31/01/2022 04:15","baik"
"Putra Henukh","5","31/01/2022 04:15","Good"
"Jae Udin","5","31/01/2022 04:07","Membantu"
"Jalil Alil","5","31/01/2022 04:06","Bagus sip"
"NUR Hayati","5","31/01/2022 04:00","Mantaf"
"Mulyani Mulyani","5","31/01/2022 03:59","Ok"
"Edi Sutisna","4","31/01/2022 03:49","Ok"
"Yudha Andriasmara","5","31/01/2022 03:48","Bagus sangat membantu"
"Abps Ian","1","31/01/2022 03:47","Rating bagus? Ga dulu Mba/Mas admin. Ketika genting saya mau klaim sertifikat ada aja disulitkan dengan alasan ketidakcocokan vaksin dengan tanggal vaksin. Padahal apa yg saya isi sudah sesuai dengan kartu vaksin. Lalu cooldown untuk mencoba kembali untuk klaim sertifikat adalah esok harinya, tolong diperbaiki dulu. Terimakasih"
"Jun Ho Lim","5","31/01/2022 03:46","Goq"
"aone","5","31/01/2022 03:45","Bermanfaat"
"Diéko Wibowo","5","31/01/2022 03:45","Bagus"
"Nur Hasan","5","31/01/2022 03:43","Kenapa sertifikat vaksin dibuka setelah beberapa kali di coba mhn penjelasannya"
"Malik Kun","5","31/01/2022 03:42","Sangat membantu"
"dahris shahab","5","31/01/2022 03:40","Bagus. Cuma kadang loading terus, mungkin bsnyak yg mengakses."
"Rozaq Fadlli","5","31/01/2022 03:38","Semoga dengan aplikasi ini dapat mengendalikan Covid di indonesia ??????"
"Hasahatan Simanjuntak","5","31/01/2022 03:34","Baik"
"Ino Saino","1","31/01/2022 03:32","Kurang"
"Faqir ilmu","1","31/01/2022 03:31","Saya sdh vaksin kedua tapi diaplikasi masih warna kuning yang mana baru melakukan vaksinasi pertama saja. Trus data saya kok bisa tertukar sama orang lain jadi di satu aplikasi ada nama orang lain yg mana bukan siapa-siapa saya kok bisa jadi satu di aplikasi saya ya?"
"Rosma Wita","1","31/01/2022 03:30","Permisi saya gk bisa cek kartu vaksin sya sya sdh 2x vaksin gk jelas ni aplikasi ny"
"08 Dicki firmansyah","2","31/01/2022 03:28","N.8jic"
"Claudya Odiaa","5","31/01/2022 03:24","Suka hang"
"Talitha Devi Eka Putri","5","31/01/2022 03:20","Semoga membatu semua orang di Indonesia Aamin"
"Santoso Driver","5","31/01/2022 03:18","Trimkasih peduli lindungi"
"Hot man","5","31/01/2022 03:17","Sangat membantu."
"lupita rilianie","5","31/01/2022 03:17","Good"
"dwi ari","2","31/01/2022 03:15","Tidak bisa donlot versi pembaruan nya"
"Rajab Rizqun Karim","5","31/01/2022 03:15","Ok"
"Adri Adri","1","31/01/2022 03:15","Ok 86"
"Darul Ardhi","5","31/01/2022 03:14","Mantap kali bah"
"Cholis New","5","31/01/2022 03:13","Ok"
"DeBosch A","5","31/01/2022 03:12","Mempermudah syarat² bepergian karna sudah paket komplit syarat perjalanan"
"ACHMAD GITA","5","31/01/2022 03:06","baik untuk data"
"Agustinus Sarjiya","5","31/01/2022 03:06","Menolong saya dalam melakukan perjalanan ke luar daerah"
"Made Sudantra","1","31/01/2022 03:04","Tiadakan iklan tidak penting"
"Abdul Kholiq","2","31/01/2022 03:03","ok"
"Zay Milanisti","2","31/01/2022 03:03","Meningkat,tambah bintang 1 jadi 2..??"
"lsmsmm -","1","31/01/2022 03:00","Aplikasi minta diupdate, tapi begitu mau diupdate enggak bisa. Diminta diuninstal, udah diuninstal mau diinstal ulang gak bisa. Sudah berhari2 tapi masih terus2 tertunda. Padahal sinyal internet oke, pulsa data internet juga masih banyak. Apa harus hp dengan spek tertentu yg bisa menggunakan aplikasi? Bagaimana nasib saya yg hp lama?"
"imam setiawan","5","31/01/2022 02:57","Alhamdulillah baik aplikasi ini dan sangat membantu"
"Ho Ho","1","31/01/2022 02:55","JADI RIBET, MAU LIAT SERTIFIKAT VAKSIN AJA SUSAH BENER"
"Erna Wati","5","31/01/2022 02:54","Oke thanks"
"agus salim","5","31/01/2022 02:53","Ok......"
"wahyu pratama","4","31/01/2022 02:51","Ijin bertanya knp surat vaksin pertama saya yg muncul malah surat vaksin orang lain di aplikasi peduli lindungi ya ya?. Padahal sudah memasukkan data dengan benar dan surat vaksin ke 2 saya sudah benar juga."
"Suryawan 14","4","31/01/2022 02:49","Ok"
"Rianti Toni","4","31/01/2022 02:49","Apk nya bagus ¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿.¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿ Apa liat liat ke bawah kan apk nya bagus"
"Sandi Maulana","1","31/01/2022 02:46","Ga bisa dibuka saat urgen"
"Syifaul K. Amin","1","31/01/2022 02:45","mohon banyak diperbaiki, dari opsi ttl yg ribet dan gagal mulu bikin sertifikat vaksin. pdahal ngisi bener kgak slah. pengen ah... sudahlah"
"abdul jalil","4","31/01/2022 02:44","Aplikasi ini sangat membantu saya"
"Agus Proling","5","31/01/2022 02:39","Bagus"
"budi bravo","5","31/01/2022 02:39","Sangat-sangat membantu, Terimakasih peduliLindungi."
"filbert sunata","5","31/01/2022 02:32","mntappppo"
"Achmad Fachmi al bhe-tawie","5","31/01/2022 02:26","Bagus"
"Mohamad Suhud","5","31/01/2022 02:25","Mantap"
"Khairul Amri","5","31/01/2022 02:25","Bermanfaat dan efektif"
"ayong Amor","4","31/01/2022 02:24","Mantap"
"Alfred Snae","5","31/01/2022 02:21","Membantu"
"Abdul Kheris","5","31/01/2022 02:20","Nice"
"Dian Puspita Novrianti","5","31/01/2022 02:20","Datanya tidak update. Saya sdh lapor melalui email tp tetap tdk update. Saya sdh vaksin per tgl 31 maret tetapi di aplikasi maupun di websitenya saat mau periksa sertifikat dan riwayat vaksin disebutkan klo NIK dan No. Telp saya tidak terdaftar."
"Dedy Permenas","2","31/01/2022 02:09","Ok 86"
"Muhmuh Muhyidin","5","31/01/2022 02:08","Enak ada peduli lindungi masuk gedung gasusah"
"Budhi Y.","5","31/01/2022 02:08","oke siiiip, trims ya"
"Vencentius Mamarodia","5","31/01/2022 02:05","Mantap"
"Gede Sugiartha","5","31/01/2022 02:05","Baik"
"Dewi Nur aggraini","5","31/01/2022 02:04","Terimakasih"
"bambang teguh","5","31/01/2022 02:04","Data cukup lengkap, bagus..."
"febrianto bambang","5","31/01/2022 02:02","Bagus"
"Arya Bumi","1","31/01/2022 02:02","Aplikasi bodoh! Eror! Akhirnya perlu debat dengan security kantor agar bisa masuk. Sebelumnya debat juga dengan petugas busway agar bisa masuk karena aplikasi bodoh ini ngambek dan membuat hape saya modar. Selamat! Jenius sekali!"
"maulana ramadhan","1","31/01/2022 01:59","Sangat jelek banyak minusnya sedikit plusnya"
"ApRian ZahlaN","2","31/01/2022 01:58","Hasil vaksinasi di aplikasi ini Dan web peduli lindungi tidak sinkron"
"ari 191","5","31/01/2022 01:57","Mudah pengoperasiaonnya"
"Dinna Arifiani","1","31/01/2022 01:57","Beberapa kali tes antigen tapi riwayatnya tidak pernah masuk ke app ini. Sudaj vaksin 2x tapi statusnya MERAH yg artinya tdk boleh bepergian ke manapun dn harus segera daftar vaksin pertama."
"winarno Ahmad","4","31/01/2022 01:57","Oke"
"RJoean Channel","5","31/01/2022 01:57","Terus lebih dikembangkan lagi sesuai dengan kebutuhan masyarakat indonesia"
"cecep mansur","5","31/01/2022 01:57","pelaksanaannya cepat di semua tempat, Alhamdulillah saya sudah di vaksin yang kedua Insyaallah tinggal tinggal menunggu vaksin yang ketiga. Terima kasih"
"Aripin Tajul","5","31/01/2022 01:55","Ok"
"Teguh Abdilah","5","31/01/2022 01:54","Ok"
"abdul rosyad","5","31/01/2022 01:53","Sangat membantu dan mempermudah dalam mencari imformasi"
"Imam Ramadhani","2","31/01/2022 01:53","Aplikasi terlalu berat"
"hendri sugianto","5","31/01/2022 01:51","Good luck"
"karso karso","5","31/01/2022 01:47","Mantap"
"Ashaf Asfa","5","31/01/2022 01:47","Mau ga mau harus donglot aplikasi ini ????, udah gitu aja"
"Samuji Sansevera 457","5","31/01/2022 01:46","Ok siip"
"Ge2kPlayer .10","1","31/01/2022 01:40","Ini kenapa ya? Kok kemarin sama saya dicek hijau terus hari selanjutnya dicek malah jadi merah!!"
"Hairudin","5","31/01/2022 01:27","sangat membatu dan memudahkan"
"desri maesaroh","5","31/01/2022 01:27","Membantu sekali untuk keperluan pekerjaan"
"Erik Kusnadi","5","31/01/2022 01:26","Mantap"
"cmarau Licastaln","1","31/01/2022 01:26","aplikasi merugikan berguna tapi tidak manfaat"
"yudi azis","5","31/01/2022 01:23","Bagus"
"Ahmad Lukman Nurhakim","1","31/01/2022 01:23","Aplikasi Selalu eror, menggangu aktifitas masuk ruangan"
"makanan bayi","1","31/01/2022 01:22","Menyusahkan"
"Evi Mardiani","5","31/01/2022 01:22","Keren"
"Unggul Jati","1","31/01/2022 01:19","Setelah update ke versi terbaru ga bisa masuk lgsng keluar sendiri. Trus diinstall ulang lg, bisa tapi klo buat scan QRCode ga bisa, gagal trus. Padahal klo mau masuk kerja harus scan QR Code dulu. Menyusahkan klo seperti ini."
"chairi suhanda","5","31/01/2022 01:16","Ok"
"Sianipar Par","5","31/01/2022 01:13","Sangat membantu"
"Luti Pamungkas wati","5","31/01/2022 01:12","Sangat membantu"
"zefanya shekinah","5","31/01/2022 01:11","Okkkk"
"Sutisna Adeng","5","31/01/2022 01:10","Terima kasih jadi terbantu dengan adanya peduli lindungi. Do'a terbaik buat aplikasi ini. Lanjut & tetap semangat."
"Sopian pian","1","31/01/2022 01:06","Saya sudah 2kali paksin, kenapa saat scane barcode masih kuning?? apk juga sudah di perbarui tapi masih lama Tolong lah yg benar jangan sembarangan atur gitu gimana sih?? Kalian kerja apa main2 sih apk ngk jlas rating masih 4??"
"munfa rizah","5","31/01/2022 01:05","Ok"
"Ridwan Arifin","1","31/01/2022 01:05","Selamat pagi developer aplikasi ini,kekurangannya masih banyak,di antaranya beberapa kali tidak bisa log out tapi log in bisa,lalu tidak bisa baca scan QR,padahal aplikasi sudah di update,hp saya sudah di restart ulang,pernah juga saya uninstall lalu di intall kembali,sudah mendingan. Masih bagus aplikasi model lama,cari zonasi lalu scan QR bisa ."
"Endang Sumitra","4","31/01/2022 01:03","Baik"
"Fajri Ramadhan","5","31/01/2022 00:56","Ok"
"Gusti Iskandar","5","31/01/2022 00:55","ok"
"Giri Santoso","5","31/01/2022 00:53","????"
"Raden Suroto","1","31/01/2022 00:53","Mengapa aplikasi pedulilindungi di hp saya tdk bs pembaruan"
"CahYo Joe","1","31/01/2022 00:49","Sering error"
"Bedjo Ag","5","31/01/2022 00:48","Sangat membantu"
"Riyanto Manalu","5","31/01/2022 00:48","Bermanfaat"
"Bayu Nugraha 666","5","31/01/2022 00:47","Ok"
"Handayani Yani","4","31/01/2022 00:46","Sangat bermanfaat dan membantu dlm perjalanan"
"Yayuk Hidayati","5","31/01/2022 00:40","Jempol deh"
"erwin jreng","5","31/01/2022 00:37","okey.."
"Agus Salam","5","31/01/2022 00:35","bagus"
"Afrilia Putri","5","31/01/2022 00:34","Sangat membantu"
"juragan muda","5","31/01/2022 00:32","Mudah digunakan dan sangat membantu"
"Devis Setiawan","2","31/01/2022 00:30","Tolong segera perbaiki ,Setelah update kenapa tidak dapat dibuka aplikasinya.."
"kalisa Jyk","5","31/01/2022 00:28","Ok"
"daniel setiawan","5","31/01/2022 00:26","Oke"
"Dedy kusmawanto","5","31/01/2022 00:26","Sangat membantu"
"Ajat Sudrajat","5","31/01/2022 00:23","Good"
"Roger Nayoan XII IPS 1","4","31/01/2022 00:22","Ehh pliss bntu dong developer..aku mau masuk apk nya untuk scan dikelas,tpi pas masuk malah terkeluar terus..kupikir disuruh update,pas buka play store malah gk ad update nya..huhu gmn ni????????"
"latíef CBR","1","31/01/2022 00:18","Aplikasi keluar sendiri,masuk lagi nggk dpt kodenya."
"Achie Sang Gadis","5","31/01/2022 00:18","Sangat membantu"
"Budi Fish","5","31/01/2022 00:17","Sangat membantu perjalanan kami dimanapun"
"XT VIDIO","1","31/01/2022 00:16","?????? napa update jadi merah benerin lah, yg bikin update noob ??????"
"Hendra Sakel","1","31/01/2022 00:16","Ko malah jadi merah ni habis di upgret suuuueeeee"
"Imron Ida","1","31/01/2022 00:16","Vaksin ke 2 sudah, tapi belum dapat SMS sdh hampir 7bln, sdh mendatangi tempat vaksin untuk komplain, mereka bilang srh nunggu, nnti di proses, emailnya sudah, telpon operator 119 juga sudah, dapat jawaban yg sama, untung masih pegang kertas fisik vaksin ke2 sebagai bukti, aplikasi negara ancur begini, mungkin ada ribuan orang bernasib sama,"
"Daliya 123","1","31/01/2022 00:16","Sumpah jelek banget. Mau klaim sertifikat aja ribet gak bisa bisa !!! Sampe emosi . Aku gak pernah ngasih rating jelek di aplikasi mana pun tapi kali ini , ini aplikasi bener² jelekkk !!! Bukan mempermudah malah mempersulit"
"ibunda mukti","4","31/01/2022 00:11","Tolong don sartupikat vaksinnasi ku ke 1 ama ke dua di balik ke no hp yg terdaftar di aflikasi pedulilindungi karna no hp lama sudh mati jadi tilong masukin ke no hp qu yg baru"
"Willy Hevy","5","31/01/2022 00:10","Ok"
"Muhammad Jagat Alam Yasa Al-Farisy","1","31/01/2022 00:09","Parah, setelah di update justru semakin tidak bisa dibuka"
"John Richard sitompul","1","31/01/2022 00:05","Mau tajak kami sdh vacin ke2 jd kapan kami bisa vacin Boster ke3 kami tetap menunggu sampai ada makasih"
"Mohamad Tidar","2","31/01/2022 00:03","Ini minta update.. setelah di update malah gak bisa dibuka apl nya.. tolong dong diperbaiki"
"Chiko Eshal","2","31/01/2022 00:02","Good"
"aldus kamalaheng","5","31/01/2022 00:01","Aplikasi nya Mant"
"Priatun Atun","5","31/01/2022 00:01","Perfek"
"margono adisutajaya","1","31/01/2022 00:00","keren"
"nurbani salam","1","31/01/2022 00:00","Kadang berfungsi terkadang tidak"
"Muhammad Hanif","5","30/01/2022 23:59","Mantab"
"Rahmadi Sastra","5","30/01/2022 23:59","Banyak manfaatnya"
"Muhammad Galih","5","30/01/2022 23:51","Y Yuyy"
"Diki Susilo","1","30/01/2022 23:49","Aplikasi ngga beres, sering ngebug"
"Said Hambali","5","30/01/2022 23:45","Mantab"
"Kelvin Raka","5","30/01/2022 23:43","Gabisa di buka"
"Dewi lestari1","5","30/01/2022 23:40","sangat baik"
"Agus Riyanto","5","30/01/2022 23:34","Sangat membantu"
"taryana 14","5","30/01/2022 23:33","ok"
"Ayub Vizard","1","30/01/2022 23:33","Aplikasi sering eror"
"Riza Umami","2","30/01/2022 23:32","Sering eror pada saat ingin check in, dan kenapa riwayat perjalanan mesti dihapus??? Tolong lebih baik lagi aplikasinya"
"aditya sukadana","5","30/01/2022 23:12","Min saya mau ikut serta vaksin booster, tulisan berhak menerima vaksin nya sudah, tp tiketnya ga muncul terus"
"Romando Siregar","5","30/01/2022 23:10","Bagus banget"
"Novi Oroh","5","30/01/2022 23:10","Top"
"Ras Idi","5","30/01/2022 23:05","BAGUS"
"Ali Ajh","5","30/01/2022 23:03","Cukup bagus aplikasi ini dalam membatu menangani covid 19"
"Siti Wati","5","30/01/2022 23:01","Selamat pagi,tiket vaksin ketiga saya kok belum keluar,sudah 6 bulan dari vaksin, kedua,saya periksa setiap hari,belum ada"
"Angga P W","1","30/01/2022 23:00","sudah diupdate selalu mengikuti versi terbaru malah statusnya merah, mohon diperbaiki masalah aplikasinya!"
"Cakmanager","2","30/01/2022 22:58","Semoga cepat berakhir pandemi ini"
"edi carera","1","30/01/2022 22:54","Status hijau,saya sudah vaksin 1,2 dan booster,koq malah berubah status jd merah???? Dan tulisannya belum di vaksin,koq bisa jd berubah?????????????"
"Nanisusiyanti Susiyanti","5","30/01/2022 22:52","Mulany ribet sih tpi berguna juga..."
"Deni suneko","5","30/01/2022 22:52","Sangat bergunasekali"
"Ainan Syarif","5","30/01/2022 22:52","Ko GK bisa di buka"
"Yohanes Triyunianto","5","30/01/2022 22:51","Aplikasi yang bagus, praktis dan sangat berguna."
"Eka Safaria","5","30/01/2022 22:47","Bagusssssss"
"Harun Ghozali","1","30/01/2022 22:45","Jelek anjir apk nya"
"Riana Andini","2","30/01/2022 22:45","mohon maaf, ini apk nya macet, saya jadi ga bisa buka, gimana ya ? :("
"Rusdi gunawan","5","30/01/2022 22:44","Lbh efective dan efisien saat di airport"
"Beby Warb","4","30/01/2022 22:44","Bgus"
"Rahma Rohmania","1","30/01/2022 22:41","Bego sertifikat gak keluar cuman bisa makan duit aja tuch yg ngurusin sertifikat vaksin kerja gak becus"
